transaction_id,date,year,month,quarter,customer_id,vehicle_platform,build_category,region,gear_category,brand,units_sold,unit_price,total_revenue,customer_age_bracket,purchase_channel,event_influence
TXN-002556,2022-09-26,2022,9,Q3,CUST-00348,Ford Bronco,mid,Southeast,suspension,Bilstein,2,1296.32,2592.64,46-55,online,None
TXN-000536,2022-09-26,2022,9,Q3,CUST-00579,RAM 2500,expedition,Rocky_Mountain,protection,Addictive Desert Designs,2,3399.27,6798.54,46-55,online,None
TXN-000883,2022-09-27,2022,9,Q3,CUST-00326,Toyota Tacoma,mid,Pacific_Northwest,lighting,Diode Dynamics,1,795.28,795.28,36-45,in_store,None
TXN-001208,2022-09-27,2022,9,Q3,CUST-00334,Land Rover Defender,expedition,Pacific_Northwest,recovery,ARB,3,1184.82,3554.46,46-55,online,None
TXN-002411,2022-09-27,2022,9,Q3,CUST-01082,Toyota Tacoma,mid,Southeast,navigation,Gaia GPS,1,344.93,344.93,46-55,online,None
TXN-002345,2022-09-28,2022,9,Q3,CUST-00800,Land Rover Defender,expedition,Texas_Mexico_Border,recovery,Smittybilt,1,764.0,764.0,26-35,event,None
TXN-003005,2022-09-28,2022,9,Q3,CUST-00690,Jeep Wrangler,entry,Rocky_Mountain,wheels_tires,BFGoodrich,4,840.4,3361.6,46-55,in_store,None
TXN-001385,2022-09-28,2022,9,Q3,CUST-01116,Toyota 4Runner,expedition,Pacific_Northwest,wheels_tires,BFGoodrich,4,5855.34,23421.36,36-45,online,None
TXN-001398,2022-09-28,2022,9,Q3,CUST-00057,Toyota Tundra TRD Pro,baja_prerunner,Texas_Mexico_Border,protection,Addictive Desert Designs,1,2384.53,2384.53,46-55,in_store,Baja_1000
TXN-002558,2022-09-30,2022,9,Q3,CUST-00246,Jeep Wrangler,entry,Pacific_Northwest,water_systems,LifeStraw,2,136.77,273.54,18-25,dealer,None
TXN-000202,2022-09-30,2022,9,Q3,CUST-00907,Ford Bronco,mid,Texas_Mexico_Border,wheels_tires,BFGoodrich,4,2256.16,9024.64,26-35,online,None
TXN-002621,2022-09-30,2022,9,Q3,CUST-01103,Toyota Land Cruiser,expedition,Southeast,protection,Frontrunner,2,1594.41,3188.82,18-25,online,None
TXN-002518,2022-09-30,2022,9,Q3,CUST-00951,Ford Bronco,mid,Southwest,recovery,ARB,2,514.4,1028.8,46-55,dealer,None
TXN-002367,2022-10-01,2022,10,Q4,CUST-00883,Jeep Wrangler,entry,Pacific_Northwest,water_systems,National Luna,1,51.66,51.66,26-35,event,None
TXN-001730,2022-10-01,2022,10,Q4,CUST-00034,Toyota 4Runner,expedition,Texas_Mexico_Border,lighting,Baja Designs,2,1469.14,2938.28,36-45,dealer,None
TXN-000696,2022-10-01,2022,10,Q4,CUST-00460,Ford Bronco,mid,Southwest,shelter,ARB,1,1794.64,1794.64,55+,dealer,Rebelle_Rally
TXN-002829,2022-10-02,2022,10,Q4,CUST-00037,Toyota Land Cruiser,expedition,Southeast,wheels_tires,Method Race Wheels,4,2106.94,8427.76,26-35,in_store,None
TXN-002466,2022-10-02,2022,10,Q4,CUST-00058,Toyota Tacoma,mid,Pacific_Northwest,lighting,KC HiLiTES,1,593.62,593.62,46-55,dealer,None
TXN-001552,2022-10-02,2022,10,Q4,CUST-00946,Toyota Land Cruiser,expedition,Texas_Mexico_Border,navigation,Garmin,1,607.68,607.68,36-45,dealer,SEMA
TXN-003319,2022-10-02,2022,10,Q4,CUST-00800,Jeep Gladiator,mid,Southeast,recovery,Factor 55,1,499.28,499.28,46-55,in_store,None
TXN-003333,2022-10-03,2022,10,Q4,CUST-01138,Ford F-150 Raptor,baja_prerunner,Southwest,water_systems,LifeStraw,2,474.01,948.02,26-35,event,Baja_1000
TXN-001477,2022-10-03,2022,10,Q4,CUST-01029,Jeep Wrangler,entry,Rocky_Mountain,protection,ARB,2,545.04,1090.08,36-45,online,SEMA
TXN-002589,2022-10-03,2022,10,Q4,CUST-01135,Toyota Land Cruiser,expedition,Southeast,recovery,Viair,1,1462.52,1462.52,26-35,in_store,SEMA
TXN-003088,2022-10-04,2022,10,Q4,CUST-01154,RAM 2500,expedition,Texas_Mexico_Border,recovery,ARB,1,1645.52,1645.52,36-45,online,None
TXN-000077,2022-10-05,2022,10,Q4,CUST-00573,RAM 2500,expedition,Pacific_Northwest,water_systems,National Luna,3,889.43,2668.29,46-55,online,None
TXN-003396,2022-10-05,2022,10,Q4,CUST-00393,Jeep Gladiator,mid,Texas_Mexico_Border,lighting,KC HiLiTES,2,718.14,1436.28,26-35,in_store,None
TXN-003398,2022-10-05,2022,10,Q4,CUST-00933,Jeep Gladiator,mid,Pacific_Northwest,communication,Garmin,2,322.45,644.9,36-45,online,None
TXN-001610,2022-10-05,2022,10,Q4,CUST-00883,Toyota Land Cruiser,expedition,Texas_Mexico_Border,water_systems,Dometic,2,852.88,1705.76,46-55,online,None
TXN-002965,2022-10-06,2022,10,Q4,CUST-00459,Toyota 4Runner,expedition,Rocky_Mountain,water_systems,Dometic,1,1063.55,1063.55,46-55,online,None
TXN-001113,2022-10-06,2022,10,Q4,CUST-00080,Land Rover Defender,expedition,Pacific_Northwest,lighting,Rigid Industries,2,1101.89,2203.78,26-35,online,None
TXN-002584,2022-10-07,2022,10,Q4,CUST-00284,Ford Bronco,mid,Texas_Mexico_Border,lighting,KC HiLiTES,2,214.29,428.58,36-45,event,Rebelle_Rally
TXN-000340,2022-10-07,2022,10,Q4,CUST-01123,Toyota 4Runner,expedition,Rocky_Mountain,wheels_tires,Nitto,1,5063.48,5063.48,46-55,online,None
TXN-003143,2022-10-07,2022,10,Q4,CUST-01089,Jeep Gladiator,mid,Pacific_Northwest,water_systems,National Luna,4,305.07,1220.28,46-55,online,None
TXN-001117,2022-10-08,2022,10,Q4,CUST-01150,Toyota 4Runner,expedition,Southwest,lighting,Diode Dynamics,1,1290.45,1290.45,36-45,in_store,SEMA
TXN-000104,2022-10-09,2022,10,Q4,CUST-00269,Toyota Tacoma,mid,Texas_Mexico_Border,navigation,Magellan,3,553.47,1660.41,18-25,online,None
TXN-000109,2022-10-09,2022,10,Q4,CUST-01081,Ford Bronco,mid,Southwest,wheels_tires,Nitto,4,2811.71,11246.84,18-25,in_store,SEMA
TXN-001686,2022-10-09,2022,10,Q4,CUST-01033,Jeep Gladiator,mid,Texas_Mexico_Border,wheels_tires,BFGoodrich,1,2779.01,2779.01,46-55,online,None
TXN-001471,2022-10-09,2022,10,Q4,CUST-00538,Jeep Wrangler,entry,Rocky_Mountain,water_systems,LifeStraw,3,119.32,357.96,55+,event,None
TXN-001264,2022-10-09,2022,10,Q4,CUST-00152,Ford Bronco,mid,Rocky_Mountain,navigation,TomTom,2,227.26,454.52,18-25,event,SEMA
TXN-000542,2022-10-10,2022,10,Q4,CUST-01060,RAM 2500,expedition,Pacific_Northwest,wheels_tires,Falken,4,3447.1,13788.4,18-25,in_store,SEMA
TXN-001656,2022-10-10,2022,10,Q4,CUST-01059,Jeep Gladiator,mid,Pacific_Northwest,suspension,King,1,2182.02,2182.02,55+,in_store,None
TXN-000789,2022-10-10,2022,10,Q4,CUST-00846,Land Rover Defender,expedition,Southwest,power,Jackery,1,3278.79,3278.79,26-35,in_store,SEMA
TXN-001342,2022-10-10,2022,10,Q4,CUST-00469,Toyota 4Runner,expedition,Texas_Mexico_Border,suspension,King,2,3345.13,6690.26,36-45,online,None
TXN-003494,2022-10-10,2022,10,Q4,CUST-01196,Toyota 4Runner,expedition,Texas_Mexico_Border,recovery,Viair,1,897.51,897.51,36-45,online,None
TXN-002152,2022-10-10,2022,10,Q4,CUST-00136,Toyota Tacoma,mid,Southeast,protection,Metalmil,1,1407.64,1407.64,46-55,in_store,None
TXN-003073,2022-10-11,2022,10,Q4,CUST-00868,RAM 2500,expedition,Southwest,communication,Iridium,1,1141.05,1141.05,46-55,online,None
TXN-000453,2022-10-11,2022,10,Q4,CUST-00873,Land Rover Defender,expedition,Pacific_Northwest,wheels_tires,Method Race Wheels,4,2282.79,9131.16,55+,online,SEMA
TXN-001298,2022-10-11,2022,10,Q4,CUST-00374,Land Rover Defender,expedition,Texas_Mexico_Border,lighting,Rigid Industries,1,1206.67,1206.67,55+,online,None
TXN-003266,2022-10-11,2022,10,Q4,CUST-00883,Land Rover Defender,expedition,Rocky_Mountain,power,Battle Born,1,1748.57,1748.57,26-35,online,SEMA
TXN-003185,2022-10-12,2022,10,Q4,CUST-00117,RAM 2500,expedition,Southeast,lighting,Rigid Industries,4,1071.22,4284.88,36-45,dealer,Rebelle_Rally
TXN-002639,2022-10-12,2022,10,Q4,CUST-00203,Toyota Land Cruiser,expedition,Rocky_Mountain,protection,Metalmil,1,2966.62,2966.62,18-25,in_store,Rebelle_Rally
TXN-002961,2022-10-13,2022,10,Q4,CUST-00439,Ford Bronco,mid,Southeast,communication,Midland,4,214.88,859.52,36-45,online,None
TXN-001798,2022-10-13,2022,10,Q4,CUST-00186,Toyota 4Runner,expedition,Southeast,shelter,Tepui,3,1591.5,4774.5,36-45,in_store,None
TXN-001523,2022-10-13,2022,10,Q4,CUST-00709,Toyota Tacoma,mid,Southeast,navigation,Garmin,2,575.31,1150.62,46-55,event,None
TXN-002150,2022-10-13,2022,10,Q4,CUST-00904,Ford Bronco,mid,Southeast,lighting,Rigid Industries,3,609.77,1829.31,36-45,in_store,SEMA
TXN-003123,2022-10-13,2022,10,Q4,CUST-00312,Toyota Land Cruiser,expedition,Southeast,shelter,Tepui,2,2145.17,4290.34,36-45,online,SEMA
TXN-002446,2022-10-14,2022,10,Q4,CUST-00090,Jeep Gladiator,mid,Southwest,power,Jackery,2,488.18,976.36,55+,in_store,None
TXN-001019,2022-10-14,2022,10,Q4,CUST-01075,Custom Trophy Truck,baja_prerunner,Texas_Mexico_Border,power,Battle Born,1,1177.7,1177.7,46-55,online,Baja_1000
TXN-001700,2022-10-14,2022,10,Q4,CUST-00942,Toyota 4Runner,expedition,Rocky_Mountain,wheels_tires,KMC,4,2614.26,10457.04,26-35,online,None
TXN-000203,2022-10-14,2022,10,Q4,CUST-00584,RAM 2500,expedition,Southwest,power,Jackery,1,2540.48,2540.48,26-35,online,None
TXN-002588,2022-10-14,2022,10,Q4,CUST-01084,Land Rover Defender,expedition,Southeast,power,Jackery,1,1782.14,1782.14,26-35,online,None
TXN-002139,2022-10-14,2022,10,Q4,CUST-00060,RAM 2500,expedition,Southwest,shelter,Tepui,1,1376.77,1376.77,46-55,dealer,Rebelle_Rally
TXN-003261,2022-10-15,2022,10,Q4,CUST-01110,Land Rover Defender,expedition,Texas_Mexico_Border,power,Battle Born,1,971.58,971.58,46-55,event,Rebelle_Rally
TXN-002111,2022-10-15,2022,10,Q4,CUST-01138,Land Rover Defender,expedition,Pacific_Northwest,navigation,Gaia GPS,1,524.23,524.23,26-35,event,Rebelle_Rally
TXN-001854,2022-10-15,2022,10,Q4,CUST-00008,Toyota Tacoma,mid,Texas_Mexico_Border,power,Victron,1,767.09,767.09,46-55,in_store,None
TXN-002034,2022-10-15,2022,10,Q4,CUST-00475,Toyota 4Runner,expedition,Texas_Mexico_Border,navigation,Magellan,1,1034.13,1034.13,36-45,in_store,None
TXN-001521,2022-10-16,2022,10,Q4,CUST-00395,Toyota Tacoma,mid,Southwest,wheels_tires,BFGoodrich,4,2809.67,11238.68,36-45,event,None
TXN-000297,2022-10-17,2022,10,Q4,CUST-00846,RAM 2500,expedition,Southwest,navigation,Magellan,3,643.75,1931.25,46-55,dealer,None
TXN-001399,2022-10-17,2022,10,Q4,CUST-00678,Toyota Tacoma,mid,Rocky_Mountain,communication,Iridium,1,287.72,287.72,36-45,event,None
TXN-001891,2022-10-17,2022,10,Q4,CUST-01162,Toyota 4Runner,expedition,Southeast,navigation,TomTom,1,894.84,894.84,26-35,online,Rebelle_Rally
TXN-002390,2022-10-17,2022,10,Q4,CUST-00576,Jeep Wrangler,entry,Pacific_Northwest,navigation,TomTom,2,175.01,350.02,26-35,in_store,None
TXN-000985,2022-10-17,2022,10,Q4,CUST-01060,Toyota Land Cruiser,expedition,Pacific_Northwest,shelter,Cascadia Vehicle Tents,1,1758.35,1758.35,36-45,dealer,None
TXN-001310,2022-10-17,2022,10,Q4,CUST-00701,Toyota 4Runner,expedition,Texas_Mexico_Border,water_systems,ARB,3,344.8,1034.4,46-55,in_store,None
TXN-003013,2022-10-18,2022,10,Q4,CUST-00290,Toyota 4Runner,expedition,Texas_Mexico_Border,navigation,Garmin,1,1003.37,1003.37,46-55,event,None
TXN-000755,2022-10-18,2022,10,Q4,CUST-00971,Toyota 4Runner,expedition,Southwest,recovery,Smittybilt,3,721.94,2165.82,46-55,in_store,None
TXN-001745,2022-10-18,2022,10,Q4,CUST-00065,RAM 2500,expedition,Southwest,communication,Midland,3,767.38,2302.14,26-35,dealer,Rebelle_Rally
TXN-003113,2022-10-19,2022,10,Q4,CUST-01069,Toyota 4Runner,expedition,Southwest,recovery,Viair,1,900.0,900.0,36-45,online,None
TXN-001220,2022-10-19,2022,10,Q4,CUST-00248,Toyota Land Cruiser,expedition,Southeast,protection,Frontrunner,1,1306.75,1306.75,18-25,dealer,None
TXN-003252,2022-10-19,2022,10,Q4,CUST-00927,RAM 2500,expedition,Pacific_Northwest,shelter,Tepui,2,2326.72,4653.44,36-45,event,None
TXN-000928,2022-10-20,2022,10,Q4,CUST-00947,RAM 2500,expedition,Texas_Mexico_Border,shelter,Cascadia Vehicle Tents,1,1833.43,1833.43,26-35,online,None
TXN-000658,2022-10-20,2022,10,Q4,CUST-00725,Jeep Gladiator,mid,Pacific_Northwest,suspension,Icon,2,1223.49,2446.98,36-45,event,SEMA
TXN-000804,2022-10-21,2022,10,Q4,CUST-00308,Land Rover Defender,expedition,Southwest,protection,Addictive Desert Designs,1,3920.5,3920.5,46-55,in_store,SEMA
TXN-002079,2022-10-21,2022,10,Q4,CUST-00299,Toyota 4Runner,expedition,Southeast,suspension,Bilstein,1,2859.85,2859.85,18-25,event,None
TXN-001525,2022-10-21,2022,10,Q4,CUST-00719,Toyota Tacoma,mid,Pacific_Northwest,recovery,ARB,4,376.29,1505.16,46-55,dealer,None
TXN-001820,2022-10-22,2022,10,Q4,CUST-00912,Ford Bronco,mid,Texas_Mexico_Border,suspension,Old Man Emu,2,1258.53,2517.06,18-25,dealer,None
TXN-002353,2022-10-22,2022,10,Q4,CUST-00955,Ford Bronco,mid,Texas_Mexico_Border,power,Battle Born,1,548.54,548.54,46-55,in_store,SEMA
TXN-000133,2022-10-23,2022,10,Q4,CUST-01056,Toyota 4Runner,expedition,Texas_Mexico_Border,suspension,Fox,1,2499.12,2499.12,36-45,online,None
TXN-003194,2022-10-23,2022,10,Q4,CUST-00505,Land Rover Defender,expedition,Southeast,lighting,KC HiLiTES,1,1143.8,1143.8,26-35,online,SEMA
TXN-000447,2022-10-24,2022,10,Q4,CUST-00066,RAM 2500,expedition,Texas_Mexico_Border,power,Jackery,1,1324.22,1324.22,36-45,in_store,None
TXN-001036,2022-10-25,2022,10,Q4,CUST-00230,Ford Bronco,mid,Southeast,water_systems,National Luna,4,427.3,1709.2,46-55,online,None
TXN-001911,2022-10-25,2022,10,Q4,CUST-00234,Toyota Land Cruiser,expedition,Southeast,recovery,ARB,1,865.0,865.0,26-35,in_store,SEMA
TXN-000580,2022-10-26,2022,10,Q4,CUST-01146,Jeep Gladiator,mid,Texas_Mexico_Border,power,Goal Zero,1,926.14,926.14,26-35,in_store,None
TXN-000377,2022-10-26,2022,10,Q4,CUST-00385,RAM 2500,expedition,Southwest,protection,Addictive Desert Designs,1,3801.31,3801.31,55+,dealer,Rebelle_Rally
TXN-002171,2022-10-26,2022,10,Q4,CUST-00498,RAM 2500,expedition,Southeast,navigation,Garmin,1,1013.59,1013.59,46-55,dealer,None
TXN-001977,2022-10-27,2022,10,Q4,CUST-00721,Toyota Land Cruiser,expedition,Southwest,water_systems,ARB,2,310.01,620.02,36-45,in_store,None
TXN-000140,2022-10-27,2022,10,Q4,CUST-01152,Toyota Tacoma,mid,Rocky_Mountain,power,Redarc,2,997.87,1995.74,26-35,event,Rebelle_Rally
TXN-001839,2022-10-27,2022,10,Q4,CUST-00916,Toyota Tundra TRD Pro,baja_prerunner,Southwest,shelter,Front Runner,1,2310.36,2310.36,55+,online,None
TXN-002298,2022-10-28,2022,10,Q4,CUST-00051,Toyota Land Cruiser,expedition,Texas_Mexico_Border,power,Goal Zero,1,2711.84,2711.84,26-35,event,None
TXN-000990,2022-10-28,2022,10,Q4,CUST-00743,Toyota 4Runner,expedition,Pacific_Northwest,recovery,Viair,1,1119.94,1119.94,46-55,online,None
TXN-001713,2022-10-28,2022,10,Q4,CUST-00895,RAM 2500,expedition,Southeast,navigation,Magellan,3,579.12,1737.36,55+,online,None
TXN-000310,2022-10-28,2022,10,Q4,CUST-00444,RAM 2500,expedition,Southwest,water_systems,Sawyer,2,1090.66,2181.32,46-55,event,None
TXN-000625,2022-10-29,2022,10,Q4,CUST-00165,Ford Bronco,mid,Rocky_Mountain,suspension,Fox,2,1895.48,3790.96,55+,online,None
TXN-000639,2022-10-29,2022,10,Q4,CUST-00980,Toyota 4Runner,expedition,Southeast,water_systems,Dometic,1,1191.3,1191.3,26-35,dealer,None
TXN-001721,2022-10-29,2022,10,Q4,CUST-00624,RAM 2500,expedition,Pacific_Northwest,navigation,OnX Offroad,2,509.36,1018.72,46-55,online,None
TXN-003103,2022-10-29,2022,10,Q4,CUST-00491,Jeep Gladiator,mid,Texas_Mexico_Border,suspension,Bilstein,2,1673.99,3347.98,18-25,dealer,Rebelle_Rally
TXN-000852,2022-10-30,2022,10,Q4,CUST-00007,Toyota Land Cruiser,expedition,Rocky_Mountain,suspension,Icon,2,3566.15,7132.3,36-45,online,None
TXN-002869,2022-10-30,2022,10,Q4,CUST-00424,RAM 2500,expedition,Texas_Mexico_Border,recovery,Factor 55,1,1702.33,1702.33,36-45,in_store,None
TXN-002453,2022-10-30,2022,10,Q4,CUST-00293,Jeep Gladiator,mid,Rocky_Mountain,protection,Frontrunner,2,1316.5,2633.0,46-55,event,None
TXN-002497,2022-10-30,2022,10,Q4,CUST-00519,RAM 2500,expedition,Rocky_Mountain,wheels_tires,Method Race Wheels,4,5996.29,23985.16,26-35,dealer,None
TXN-001366,2022-10-30,2022,10,Q4,CUST-00127,Ford Bronco,mid,Texas_Mexico_Border,water_systems,LifeStraw,1,263.37,263.37,26-35,online,SEMA
TXN-003271,2022-10-30,2022,10,Q4,CUST-00470,Toyota Land Cruiser,expedition,Southeast,power,Redarc,2,2779.74,5559.48,36-45,online,None
TXN-002215,2022-10-30,2022,10,Q4,CUST-00336,Land Rover Defender,expedition,Pacific_Northwest,water_systems,LifeStraw,2,420.83,841.66,36-45,online,None
TXN-000693,2022-11-01,2022,11,Q4,CUST-00373,Toyota Land Cruiser,expedition,Texas_Mexico_Border,lighting,Rigid Industries,2,1455.54,2911.08,26-35,in_store,None
TXN-001097,2022-11-01,2022,11,Q4,CUST-00987,Ford F-150 Raptor,baja_prerunner,Texas_Mexico_Border,wheels_tires,KMC,1,3514.1,3514.1,46-55,online,None
TXN-003126,2022-11-02,2022,11,Q4,CUST-00814,RAM 2500,expedition,Southeast,lighting,KC HiLiTES,3,926.9,2780.7,46-55,in_store,None
TXN-001880,2022-11-02,2022,11,Q4,CUST-00717,RAM 2500,expedition,Southeast,recovery,Smittybilt,1,566.45,566.45,36-45,in_store,SEMA
TXN-000595,2022-11-02,2022,11,Q4,CUST-00176,Jeep Wrangler,entry,Pacific_Northwest,wheels_tires,KMC,4,1307.38,5229.52,46-55,event,None
TXN-000437,2022-11-02,2022,11,Q4,CUST-00268,Toyota Tacoma,mid,Southeast,suspension,King,1,832.41,832.41,55+,online,Rebelle_Rally
TXN-002530,2022-11-02,2022,11,Q4,CUST-00033,Jeep Gladiator,mid,Pacific_Northwest,shelter,ARB,1,962.27,962.27,36-45,online,SEMA
TXN-000556,2022-11-02,2022,11,Q4,CUST-00569,RAM 2500,expedition,Rocky_Mountain,protection,Metalmil,3,2016.99,6050.97,18-25,online,None
TXN-002296,2022-11-02,2022,11,Q4,CUST-00708,RAM 2500,expedition,Southwest,water_systems,National Luna,1,412.51,412.51,46-55,online,None
TXN-001005,2022-11-02,2022,11,Q4,CUST-00691,RAM 2500,expedition,Pacific_Northwest,recovery,ARB,2,739.08,1478.16,26-35,online,SEMA
TXN-001648,2022-11-03,2022,11,Q4,CUST-00762,Jeep Wrangler,entry,Texas_Mexico_Border,water_systems,LifeStraw,1,74.05,74.05,55+,event,Rebelle_Rally
TXN-001235,2022-11-04,2022,11,Q4,CUST-00136,Ford Bronco,mid,Southeast,suspension,Old Man Emu,1,2239.68,2239.68,55+,online,None
TXN-002037,2022-11-05,2022,11,Q4,CUST-00452,Toyota Tacoma,mid,Southeast,water_systems,Dometic,1,483.03,483.03,36-45,online,None
TXN-000911,2022-11-05,2022,11,Q4,CUST-00597,Jeep Wrangler,entry,Southeast,navigation,Garmin,1,152.13,152.13,36-45,online,None
TXN-002599,2022-11-05,2022,11,Q4,CUST-00270,RAM 2500,expedition,Southwest,communication,Midland,2,1186.87,2373.74,36-45,online,None
TXN-001637,2022-11-06,2022,11,Q4,CUST-00821,RAM 1500 TRX,baja_prerunner,Southwest,wheels_tires,Nitto,1,9596.87,9596.87,26-35,dealer,None
TXN-003045,2022-11-06,2022,11,Q4,CUST-00575,Ford Bronco,mid,Southwest,power,Victron,1,577.64,577.64,36-45,event,None
TXN-001262,2022-11-07,2022,11,Q4,CUST-01112,Toyota Tundra TRD Pro,baja_prerunner,Southwest,recovery,ARB,3,1404.47,4213.41,46-55,event,Baja_1000
TXN-000939,2022-11-07,2022,11,Q4,CUST-00898,Land Rover Defender,expedition,Texas_Mexico_Border,suspension,Fox,1,3072.72,3072.72,46-55,online,Rebelle_Rally
TXN-001515,2022-11-08,2022,11,Q4,CUST-00019,Toyota Land Cruiser,expedition,Texas_Mexico_Border,water_systems,Sawyer,3,819.45,2458.35,36-45,event,SEMA
TXN-000207,2022-11-09,2022,11,Q4,CUST-00136,Toyota Tacoma,mid,Rocky_Mountain,navigation,OnX Offroad,4,262.15,1048.6,36-45,online,None
TXN-000238,2022-11-11,2022,11,Q4,CUST-00237,Jeep Gladiator,mid,Southwest,water_systems,LifeStraw,1,159.01,159.01,26-35,in_store,SEMA
TXN-000521,2022-11-11,2022,11,Q4,CUST-00666,Toyota Land Cruiser,expedition,Southwest,wheels_tires,BFGoodrich,4,2023.22,8092.88,55+,online,None
TXN-003353,2022-11-11,2022,11,Q4,CUST-00009,Land Rover Defender,expedition,Texas_Mexico_Border,communication,Garmin,2,1105.38,2210.76,55+,dealer,None
TXN-001085,2022-11-11,2022,11,Q4,CUST-00086,Toyota Land Cruiser,expedition,Pacific_Northwest,shelter,iKamper,1,3761.99,3761.99,26-35,online,None
TXN-001999,2022-11-11,2022,11,Q4,CUST-00446,Toyota 4Runner,expedition,Southeast,recovery,Warn,3,1734.03,5202.09,55+,event,None
TXN-002617,2022-11-11,2022,11,Q4,CUST-00668,Jeep Gladiator,mid,Texas_Mexico_Border,navigation,Gaia GPS,2,235.31,470.62,36-45,in_store,None
TXN-002251,2022-11-12,2022,11,Q4,CUST-00478,Toyota 4Runner,expedition,Rocky_Mountain,lighting,Rigid Industries,4,1259.9,5039.6,26-35,online,None
TXN-002315,2022-11-12,2022,11,Q4,CUST-00573,Toyota Land Cruiser,expedition,Pacific_Northwest,navigation,Magellan,2,558.16,1116.32,36-45,online,None
TXN-000173,2022-11-12,2022,11,Q4,CUST-00883,Toyota Tacoma,mid,Pacific_Northwest,lighting,Rigid Industries,3,466.84,1400.52,46-55,in_store,SEMA
TXN-003349,2022-11-12,2022,11,Q4,CUST-00608,Ford F-150 Raptor,baja_prerunner,Texas_Mexico_Border,lighting,Rigid Industries,3,806.33,2418.99,46-55,online,Baja_1000
TXN-003156,2022-11-13,2022,11,Q4,CUST-00792,Jeep Wrangler,entry,Texas_Mexico_Border,shelter,ARB,3,705.96,2117.88,46-55,in_store,None
TXN-000963,2022-11-13,2022,11,Q4,CUST-00247,Ford Bronco,mid,Southeast,wheels_tires,KMC,4,2628.72,10514.88,36-45,online,None
TXN-001635,2022-11-13,2022,11,Q4,CUST-00625,Ford F-150 Raptor,baja_prerunner,Texas_Mexico_Border,suspension,Bilstein,3,4321.15,12963.45,36-45,event,Baja_1000
TXN-000623,2022-11-13,2022,11,Q4,CUST-00146,Land Rover Defender,expedition,Texas_Mexico_Border,wheels_tires,Nitto,4,5761.14,23044.56,55+,online,None
TXN-000018,2022-11-14,2022,11,Q4,CUST-01041,Toyota 4Runner,expedition,Texas_Mexico_Border,power,Goal Zero,1,2087.33,2087.33,55+,online,SEMA
TXN-000714,2022-11-15,2022,11,Q4,CUST-00881,Jeep Wrangler,entry,Pacific_Northwest,power,Victron,1,360.38,360.38,36-45,dealer,None
TXN-002140,2022-11-15,2022,11,Q4,CUST-00948,RAM 2500,expedition,Texas_Mexico_Border,water_systems,National Luna,1,470.35,470.35,55+,online,SEMA
TXN-002889,2022-11-15,2022,11,Q4,CUST-00394,Ford Bronco,mid,Southwest,shelter,Tepui,1,744.79,744.79,26-35,dealer,None
TXN-000685,2022-11-15,2022,11,Q4,CUST-00387,RAM 2500,expedition,Pacific_Northwest,power,Jackery,3,1052.97,3158.91,26-35,in_store,None
TXN-003391,2022-11-16,2022,11,Q4,CUST-00198,Chevy Colorado ZR2 Baja,baja_prerunner,Southwest,power,Goal Zero,1,1870.1,1870.1,36-45,dealer,Baja_1000
TXN-002993,2022-11-17,2022,11,Q4,CUST-00570,Toyota Land Cruiser,expedition,Texas_Mexico_Border,suspension,King,1,4390.23,4390.23,26-35,online,None
TXN-000491,2022-11-17,2022,11,Q4,CUST-00058,Jeep Gladiator,mid,Southeast,wheels_tires,Falken,4,2233.88,8935.52,36-45,dealer,None
TXN-000296,2022-11-17,2022,11,Q4,CUST-00765,RAM 2500,expedition,Southeast,navigation,Gaia GPS,4,515.26,2061.04,46-55,dealer,None
TXN-000237,2022-11-18,2022,11,Q4,CUST-01006,RAM 1500 TRX,baja_prerunner,Southwest,navigation,Magellan,1,497.07,497.07,26-35,in_store,None
TXN-001890,2022-11-18,2022,11,Q4,CUST-00260,Toyota Tacoma,mid,Southeast,lighting,KC HiLiTES,1,288.25,288.25,36-45,dealer,None
TXN-001095,2022-11-19,2022,11,Q4,CUST-01043,Jeep Wrangler,entry,Southeast,shelter,Tepui,1,503.19,503.19,26-35,online,None
TXN-002085,2022-11-19,2022,11,Q4,CUST-00184,Land Rover Defender,expedition,Southwest,lighting,Diode Dynamics,1,673.39,673.39,26-35,in_store,SEMA
TXN-002077,2022-11-20,2022,11,Q4,CUST-00169,Jeep Wrangler,entry,Southeast,power,Victron,1,295.4,295.4,46-55,event,None
TXN-001734,2022-11-20,2022,11,Q4,CUST-01122,Jeep Gladiator,mid,Texas_Mexico_Border,lighting,KC HiLiTES,2,215.8,431.6,55+,dealer,None
TXN-000698,2022-11-20,2022,11,Q4,CUST-00614,RAM 1500 TRX,baja_prerunner,Southwest,water_systems,LifeStraw,1,309.45,309.45,46-55,event,None
TXN-000894,2022-11-21,2022,11,Q4,CUST-00527,Toyota Land Cruiser,expedition,Southeast,wheels_tires,BFGoodrich,1,5220.79,5220.79,26-35,online,None
TXN-002625,2022-11-22,2022,11,Q4,CUST-00554,Jeep Gladiator,mid,Pacific_Northwest,protection,Frontrunner,2,1287.46,2574.92,26-35,dealer,None
TXN-002498,2022-11-22,2022,11,Q4,CUST-01097,Toyota 4Runner,expedition,Texas_Mexico_Border,wheels_tires,Nitto,2,3243.75,6487.5,26-35,dealer,SEMA
